Property_URL,Address,Postcode,Description,Date_Listed,Bedrooms,Asking_Price,Last_Sold_Price,Last_Sold_v_Asking_Price,Last_Sold_Date,Tenure,Agent,Agent_Address,Agent_Phone_Number
https://www.rightmove.co.uk/property-for-sale/property-73087799.html,"The Willows, Abbey Street, York, YO30",YO30 6BF,3 bedroom detached house,10 May 2018,3,365000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-58005477.html,"Learmans Way, Copmanthorpe, York",YO23 3LB,2 bedroom semi-detached house,17 September 2018,2,210000,69950,140050,2001,,"Quantum Estate Agents, York",,01904 200028
https://www.rightmove.co.uk/property-for-sale/property-56665473.html,"Hungate,
YO1",YO1 7NZ,3 bedroom apartment,18 September 2018,3,433000,,,,Leasehold,Lendlease  ,,01904 200079
https://www.rightmove.co.uk/property-for-sale/property-68538460.html,"The Pannal at Germany Beck, Fordlands Road,
YO19",YO19 4QG,2 bedroom terraced house,25 September 2018,2,232999,,,,,Persimmon Homes,,01904 200056
https://www.rightmove.co.uk/property-for-sale/property-57358746.html,"Leetham House, Leetham Lane, York, North Yorkshire, YO1",YO1 7PE,2 bedroom flat,24 April 2018,2,290000,,,,,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-57842844.html,"Dijon Avenue, Acomb, York",YO24 3DH,4 bedroom terraced house,10 August 2018,4,200000,150000,50000,2014,,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-70726886.html,"Clifton, York, YO30",YO30 6AE,7 bedroom house,22 December 2017,7,1395000,385000,1010000,2002,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-56641737.html,"Brooklands, York",YO10 3NU,4 bedroom semi-detached house,17 September 2018,4,270000,68000,202000,1999,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-56648985.html,"Sheriff Hutton Road, Strensall, York",YO32 5XZ,4 bedroom detached house,18 September 2018,4,480000,,,,Freehold,"R M English York Limited, York and Surrounding Villages",,01904 200032
https://www.rightmove.co.uk/property-for-sale/property-72358805.html,"Rome House, Eboracum Way, YO31 7ST",YO31 7ST,2 bedroom apartment,03 April 2018,2,190000,147000,43000,2010,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-56665446.html,"Hungate,
YO1",YO1 7NZ,3 bedroom apartment,18 September 2018,3,414500,,,,Leasehold,Lendlease  ,,01904 200079
https://www.rightmove.co.uk/property-for-sale/property-73998389.html,"The Limes , York",YO32 9UL,4 bedroom detached house,11 May 2017,4,280000,240000,40000,2014,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-56664381.html,"Westfield Farm, Askham Lane, YO24 3HU",YO24 3HU,4 bedroom semi-detached house,18 September 2018,4,340000,290000,50000,2013,,"Stephensons, Town & City",,01904 200054
https://www.rightmove.co.uk/property-for-sale/property-67193359.html,"Blake Court, Wheldrake, York, YO19 6BT",YO19 6BT,4 bedroom detached house,28 August 2018,4,375000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-67536496.html,"Garden Street, York",YO31 7QX,3 bedroom terraced house,17 September 2018,3,350000,83000,267000,1997,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-66857284.html,"New Walk Orchard, St Oswalds Road, Fulford, York",YO10 4PF,2 bedroom park home,08 August 2018,2,220000,,,,Leasehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-74128091.html,"Morehall Close, Clifton Moor, York",YO30 4WA,4 bedroom detached house,26 June 2018,4,325000,225500,99500,2004,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-75750572.html,"Cheshire Close, Rawcliffe, York",YO30 5NE,4 bedroom end of terrace house,20 September 2018,4,285000,211500,73500,2009,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-61068598.html,"Church Mews, York, YO31",YO31 7NG,2 bedroom detached bungalow,24 May 2017,2,240000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-56665479.html,"Hungate,
YO1",YO1 7NZ,2 bedroom apartment,20 September 2018,2,327500,,,,Leasehold,Lendlease  ,,01904 200079
https://www.rightmove.co.uk/property-for-sale/property-67620775.html,"Main Street, York YO10 4PN",YO10 4PN,4 bedroom terraced house,21 September 2018,4,599950,,,,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-74231759.html,"Willow Grove, Earswick, YORK",YO32 9SN,4 bedroom detached house,29 June 2018,4,425000,50000,375000,1996,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-67572493.html,"Coningham Avenue, Rawcliffe, York",YO30 5NH,3 bedroom town house,18 September 2018,3,264950,196500,68450,2012,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-51328902.html,"Lowther Street, YORK",YO31 7NG,2 bedroom detached bungalow,,2,240000,242000,-2000,2014,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-67541021.html,"Rowntree Wharf, York, YO1",YO1 9XA,2 bedroom apartment,,2,299950,,,,,"Smart Investment & Management, Leeds",,0113 451 2978
https://www.rightmove.co.uk/property-for-sale/property-75773345.html,"Knapton Close, Strensall",YO32 5ZF,2 bedroom semi-detached bungalow,21 September 2018,2,230000,180000,50000,2011,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-56365434.html,"Shelley House, Monument Close, York, North Yorkshire, YO24",YO24 4HT,2 bedroom flat,01 September 2018,2,165000,,,,,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-75382250.html,"Cherry Wood Crescent, Fulford",YO19 4QN,3 bedroom semi-detached house,04 September 2018,3,275000,85000,190000,2000,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-76235417.html,"Rowntree Wharf, Navigation Road",YO1 9XA,1 bedroom apartment,30 March 2018,1,155000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-55412487.html,"Royal Chase, Dringhouses, York, YO24",YO24 1LN,5 bedroom detached house,13 July 2018,5,745000,199500,545500,1997,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-55599270.html,"The Village, Haxby, York, YO32",YO32 2HY,1 bedroom flat,23 July 2018,1,110000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-64979761.html,"Ashley Park Road, Stockton Lane, York",YO31 1HP,4 bedroom semi-detached bungalow,20 April 2018,4,350000,174500,175500,2017,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-67637320.html,"MOORHEN at Rowntree, Derwenthorpe, York, The Rowntree
Quarter, 
York, 
YO31 0NS",YO10 3DN,3 bedroom terraced house,22 September 2018,3,299995,,,,,David Wilson Homes,,01904 200007
https://www.rightmove.co.uk/property-for-sale/property-75789227.html,"Kingsway North, YORK",YO30 6JQ,3 bedroom end of terrace house,21 September 2018,3,190000,35000,155000,1996,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-67637323.html,"LARK at Rowntree, Derwenthorpe, York, The Rowntree
YO31 0NS",YO10 3DN,3 bedroom end of terrace house,22 September 2018,3,331995,,,,,David Wilson Homes,,01904 200007
https://www.rightmove.co.uk/property-for-sale/property-67637332.html,"SNOWDROP at Rowntree, Derwenthorpe, York, The Rowntree
YO31 0NS",YO10 3DN,3 bedroom end of terrace house,22 September 2018,3,343995,,,,,David Wilson Homes,,01904 200007
https://www.rightmove.co.uk/property-for-sale/property-56749968.html,"Terrys Mews, Bishopthorpe Road, York, YO23 1PG",YO23 1PG,2 bedroom apartment,22 September 2018,2,220000,,,,Leasehold,"Hunters, York - Bishopthorpe Road",,01904 200075
https://www.rightmove.co.uk/property-for-sale/property-67637317.html,"LARK at Rowntree, Derwenthorpe, York, The Rowntree
YO31 0NS",YO10 3DN,3 bedroom terraced house,22 September 2018,3,326995,,,,,David Wilson Homes,,01904 200007
https://www.rightmove.co.uk/property-for-sale/property-67673443.html,"OWL at Rowntree, Derwenthorpe, York, The Rowntree
YO31 0NS",YO10 3DN,4 bedroom end of terrace house,22 September 2018,4,364995,,,,,David Wilson Homes,,01904 200007
https://www.rightmove.co.uk/property-for-sale/property-62937532.html,"Hazel Garth, York, YO31",YO31 1HR,2 bedroom bungalow,24 September 2018,2,235000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-66734359.html,"Hunters Close, York, YO32",YO32 2ZJ,4 bedroom detached house,02 August 2018,4,340000,280000,60000,2015,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-75836129.html,"Brailsford Crescent, York, North Yorkshire, YO30",YO30 6QF,3 bedroom end of terrace house,24 September 2018,3,168000,,,,Leasehold,"Home, Retirement Sales Eastcote",,0191 687 0268
https://www.rightmove.co.uk/property-for-sale/property-77271749.html,"Bilsdale Close, York, YO30",YO30 5TT,3 bedroom detached house,19 November 2018,3,244995,105000,139995,2002,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-67650103.html,"The Conifers, York, YO41",YO41 4DL,2 bedroom terraced house,23 September 2018,2,160000,139950,20050,2007,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-75881246.html,"Starkey Crescent, York, YO31 0SX",YO31 0SX,4 bedroom town house,25 September 2018,4,245000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-67683376.html,"Hopgrove Lane South, York, YO32",YO32 9TG,4 bedroom detached house,25 September 2018,4,575000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-67656697.html,"Alma Terrace, Fulford, York, YO10 4DJ",YO10 4DJ,2 bedroom terraced house,24 September 2018,2,350000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-67637329.html,"SNOWDROP at Rowntree, Derwenthorpe, York, The Rowntree
YO31 0NS",YO10 3DN,3 bedroom end of terrace house,22 September 2018,3,342995,,,,,David Wilson Homes,,01904 200007
https://www.rightmove.co.uk/property-for-sale/property-75881183.html,"Alcuin Avenue, York",YO10 3TR,4 bedroom town house,25 September 2018,4,235000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68160416.html,4 Pumping Station Cottages St Oswalds Road Fulford York YO10 4PF,YO10 4PF,4 bedroom end of terrace house,07 August 2017,4,475000,,,,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-67687159.html,"The Coxwold at Germany Beck, Fordlands Road,
YO19",YO19 4QG,4 bedroom detached house,25 September 2018,4,394999,,,,,Persimmon Homes,,01904 200056
https://www.rightmove.co.uk/property-for-sale/property-73433888.html,"Lilac Avenue, Acaster Malbis, York",YO23 2UT,2 bedroom detached bungalow,25 May 2018,2,110000,,,,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-56021730.html,"Raven Grove, Acomb, York",YO26 5PL,1 bedroom apartment,22 June 2018,1,130000,124000,6000,2016,Leasehold,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-67692460.html,"Farndale Avenue, York, YO10",YO10 3NL,5 bedroom bungalow,26 September 2018,5,375000,155500,219500,2012,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-67694086.html,"Reygate Grove, Copmanthorpe, York, YO23 3YN",YO23 3YN,2 bedroom detached bungalow,26 September 2018,2,260000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-67692616.html,"Woodland Way, Huntington, York, YO32",YO32 9NY,2 bedroom bungalow,26 September 2018,2,220000,133000,87000,2003,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-76157909.html,"12 Wordsworth Crescent, York, YO24 2RX",YO24 2RX,3 bedroom semi-detached bungalow,25 September 2018,3,220000,110000,110000,2005,,"New Home Agents, Leeds",,0113 322 5766
https://www.rightmove.co.uk/property-for-sale/property-77071193.html,"Calder Avenue, Nether Poppleton, York, YO26",YO26 6RG,3 bedroom semi-detached house,26 September 2018,3,235000,186500,48500,2014,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-56815569.html,"Wordsworth Crescent, York",YO24 2RX,3 bedroom semi-detached bungalow,26 September 2018,3,220000,110000,110000,2005,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-74675453.html,"Abbotsway, Muncastergate, York",YO31 9LD,3 bedroom detached house,26 July 2018,3,450000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-75896441.html,"Lund Close, Wigginton, YORK",YO32 2WU,3 bedroom detached bungalow,26 September 2018,3,325000,250000,75000,2013,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-75018227.html,"Aldersyde House, Tadcaster Road, YORK",YO24 1QR,2 bedroom apartment,17 August 2018,2,230000,,,,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-55900251.html,1 Upper Price Street Scarcroft Road York YO23 1BJ,YO23 1BJ,4 bedroom town house,06 August 2018,4,525000,340000,185000,2007,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-67265737.html,"Naburn, York, North Yorkshire, YO19 4RW",YO19 4RW,6 bedroom detached house,31 August 2018,6,475000,,,,Freehold,"Springbok Properties, Nationwide",,0161 416 6302
https://www.rightmove.co.uk/property-for-sale/property-67703221.html,"Russell Street, Scarcroft Road, York, YO23 1NW",YO23 1NW,3 bedroom terraced house,26 September 2018,3,395000,340100,54900,2017,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-67730386.html,"Mattison Way, Holgate, YO24",YO24 4PD,3 bedroom end of terrace house,27 September 2018,3,220000,185000,35000,2015,Freehold,"Indigo Greens, York",,01904 200117
https://www.rightmove.co.uk/property-for-sale/property-67741327.html,"Greenwich Close, York, YO30",YO30 5WN,4 bedroom detached house,28 September 2018,4,375000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-75964571.html,"Venice House, Eboracum Way, York, YO31 7SR",YO31 7SR,1 bedroom apartment,28 September 2018,1,185000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-67747999.html,"Main Street, Wheldrake, York",YO19 6AH,3 bedroom detached bungalow,28 September 2018,3,385000,,,,,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-75965054.html,"Danum Road, YORK, YO10",YO10 4LD,4 bedroom semi-detached house,28 September 2018,4,225000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-56322549.html,"Poppleton Road, Holgate, York",YO24 4TT,3 bedroom end of terrace house,30 August 2018,3,310000,134000,176000,2005,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-75964199.html,"Strensall Road, York",YO32 9SJ,4 bedroom detached house,28 September 2018,4,550000,360000,190000,2014,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-67712608.html,"Bramble Dene, Woodthorpe, York",YO24 2RJ,3 bedroom semi-detached house,26 September 2018,3,250000,105000,145000,2002,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-74828243.html,Penleys Court,YO31 7RW,2 bedroom apartment,03 August 2018,2,170000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-75939611.html,"Albemarle Road, York, YO23",YO23 1HD,3 bedroom terraced house,27 September 2018,3,369950,85000,284950,2000,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-57237132.html,"Eden Close, York",YO24 2RD,3 bedroom detached bungalow,29 September 2018,3,329995,225000,104995,2011,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-76093751.html,"Bellerby Court, Hungate",YO1 7NZ,2 bedroom apartment,03 October 2018,2,277000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-76104833.html,"Bellerby Court, Hungate",YO1 7NZ,1 bedroom apartment,04 October 2018,1,196000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-67762741.html,"Westfield Place, York, YO24",YO24 3HL,3 bedroom end of terrace house,30 September 2018,3,210000,150000,60000,2007,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-75988721.html,"Ashley Park Road, York, YO31",YO31 1HW,3 bedroom bungalow,29 September 2018,3,260000,170000,90000,2013,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-66750043.html,"Ingleborough Avenue, York, YO10",YO10 3SA,2 bedroom terraced house,02 August 2018,2,175000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-56889906.html,"Royal Chase, Dringhouses, York, YO24 1LN",YO24 1LN,5 bedroom detached house,30 September 2018,5,699950,199950,500000,1998,,"Hunters, York - Bishopthorpe Road",,01904 200075
https://www.rightmove.co.uk/property-for-sale/property-67832362.html,"Keble Park South, York, YO23",YO23 2SU,3 bedroom semi-detached house,04 October 2018,3,300000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-67824769.html,"Waggoners Drive, Copmanthorpe, York",YO23 3XJ,2 bedroom detached bungalow,04 October 2018,2,275000,68000,207000,1997,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-66687829.html,"Main Avenue, Heworth, York",YO31 0RT,3 bedroom terraced house,30 July 2018,3,320000,157500,162500,2004,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-57042225.html,"Langley Court, York YO32 9SG",YO32 9SG,3 bedroom detached bungalow,05 October 2018,3,300000,,,,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-76144235.html,"Heathside, Huntington, York",YO32 9ZD,4 bedroom detached house,05 October 2018,4,375000,,,,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-65674906.html,"Midway Avenue, York, YO26",YO26 6NT,5 bedroom detached house,07 June 2018,5,575000,300000,275000,2003,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-76139858.html,"Skipton House, Lawrence Square",YO10 3FH,3 bedroom apartment,05 October 2018,3,225000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-76632701.html,"Bishopfields Drive, York YO26 4WY",YO26 4WY,3 bedroom town house,06 September 2018,3,280000,222000,58000,2014,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-76094834.html,"Bellerby Court, Hungate",YO1 7NZ,3 bedroom apartment,03 October 2018,3,414500,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-58005435.html,"Whitby Drive, York",YO31 1EX,2 bedroom detached bungalow,05 October 2018,2,235000,113950,121050,2001,,"Quantum Estate Agents, York",,01904 200028
https://www.rightmove.co.uk/property-for-sale/property-67818535.html,"Danum Road, Fulford, York",YO10 4LD,4 bedroom semi-detached house,04 October 2018,4,300000,65250,234750,1995,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-75310643.html,"St Aubyns Place, The Mount, YORK",YO24 1EQ,4 bedroom detached house,01 September 2018,4,790000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76155527.html,"Beckfield Lane, Acomb, York",YO26 5PJ,4 bedroom semi-detached house,05 October 2018,4,415000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76154813.html,Queen Staith Mews,YO1 6HH,1 bedroom apartment,05 October 2018,1,169995,80510,89485,2002,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-56121960.html,"Balfour Way, Strensall, York, YO32 5AH",YO32 5AH,3 bedroom detached bungalow,15 August 2018,3,325000,225000,100000,2012,,"Hunters, Haxby & Strensall Areas",,01904 200076
https://www.rightmove.co.uk/property-for-sale/property-66753145.html,Lucas Avenue,YO30 6HJ,3 bedroom terraced house,25 July 2018,3,190000,140000,50000,2017,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-67861903.html,"Fifth Avenue, York, Yorkshire, YO31 0QQ",YO31 0QQ,3 bedroom semi-detached house,06 October 2018,3,260000,,,,Freehold,"House Network, National",,01245 930165
https://www.rightmove.co.uk/property-for-sale/property-76041149.html,"Hawthorn Avenue, Haxby, York, YO32",YO32 3JT,3 bedroom semi-detached bungalow,02 October 2018,3,280000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-74614169.html,"Holgate Road, York YO24 4AA",YO24 4AA,4 bedroom town house,24 July 2018,4,625000,305000,320000,2014,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-55772310.html,"Lochrin Place, York, YO26",YO26 5QL,2 bedroom semi-detached bungalow,31 July 2018,2,215000,,,,,"Reeds Rains , Acomb",,01904 200089
https://www.rightmove.co.uk/property-for-sale/property-76168154.html,"Kirk View, Acomb, York",YO26 5LJ,2 bedroom semi-detached bungalow,06 October 2018,2,220000,79950,140050,2001,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57049752.html,"Poppleton Road, York",YO24 4TT,3 bedroom end of terrace house,05 October 2018,3,310000,134000,176000,2005,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-54123516.html,"Haxby Road, York",YO31 8JP,4 bedroom terraced house,26 April 2018,4,380000,,,,Freehold,"R M English York Limited, York and Surrounding Villages",,01904 200032
https://www.rightmove.co.uk/property-for-sale/property-67223305.html,"Summerhouse Mews, Bootham, York",YO30 7ED,3 bedroom end of terrace house,29 August 2018,3,450000,280000,170000,2005,Leasehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-56665491.html,"Hungate,
YO1",YO1 7NZ,2 bedroom apartment,,2,277000,,,,Leasehold,Lendlease  ,,01904 200079
https://www.rightmove.co.uk/property-for-sale/property-76054172.html,"31 Bellerby Court, York, North Yorkshire, YO31",YO31 0PJ,2 bedroom apartment,02 October 2018,2,175000,,,,Leasehold,"Chestnut Solutions Property Specialists, York",,01904 200004
https://www.rightmove.co.uk/property-for-sale/property-76034918.html,138 Holgate Road York YO24 4DL,YO24 4DL,4 bedroom semi-detached house,02 October 2018,4,425000,140000,285000,2003,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-76162676.html,"Nunthorpe Road, York, YO23",YO23 1BG,2 bedroom terraced house,05 October 2018,2,270000,56500,213500,1999,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-56945856.html,"Acaster Lane, Bishopthorpe, York",YO23 2TD,1 bedroom apartment,02 October 2018,1,145000,124000,21000,2011,Leasehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-66873535.html,"Skewsby Grove, York, YO31 9DT",YO31 9DT,4 bedroom detached house,08 August 2018,4,335000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-75549983.html,"Clock Tower Way, York, YO23 1PP",YO23 1PP,3 bedroom town house,11 September 2018,3,579950,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-75922448.html,"Cavendish Grove, York, North Yorkshire, YO10",YO10 3ND,4 bedroom semi-detached house,02 October 2018,4,350000,200000,150000,2010,Freehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-69195632.html,"Whitby Drive, Stockton Lane, YORK",YO31 1EX,2 bedroom detached bungalow,03 October 2018,2,235000,59950,175050,1998,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57237033.html,"Fairfax Croft, Copmanthorpe",YO23 3XS,2 bedroom terraced house,24 April 2018,2,172000,42750,129250,1995,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-76087127.html,"Bellhouse Way, Acomb, York",YO24 3LL,2 bedroom semi-detached house,03 October 2018,2,195000,79500,115500,2003,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-74824874.html,"Wenlock Terrace, York, YO10",YO10 4DU,2 bedroom apartment,03 August 2018,2,169950,,,,Leasehold,"Northwood, York",,01904 200033
https://www.rightmove.co.uk/property-for-sale/property-56625075.html,"Hardwicke Close, York, YO26",YO26 5FB,3 bedroom detached house,15 September 2018,3,290000,267500,22500,2016,Freehold,"Emoov, National",,03339 392206
https://www.rightmove.co.uk/property-for-sale/property-56269389.html,"Highmoor Close, Dringhouses, York",YO24 2UG,3 bedroom town house,25 August 2018,3,210000,,,,,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-75762905.html,"Cherry Tree Drive, Acaster Malbis, York, YO23",YO23 2TT,2 bedroom detached bungalow,20 September 2018,2,155000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-56157672.html,"Back Lane South, York, North Yorkshire, YO19",YO19 6DT,2 bedroom detached bungalow,,2,273000,210300,62700,2018,Freehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-67914010.html,"Heslington Court, Heslington, York",YO10 5EX,1 bedroom apartment,10 October 2018,1,110000,130000,-20000,2008,Leasehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-76077032.html,"Poppleton Road, York, YO26",YO26 4UW,4 bedroom terraced house,03 October 2018,4,240000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-75154580.html,"St Maurices House, Heworth Green",YO31 7TA,2 bedroom apartment,23 August 2018,2,190000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-66753196.html,"Long Ridge Lane, Nether Poppleton",YO26 6LW,3 bedroom semi-detached house,13 July 2018,3,295000,,,,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
